Code,Product label,Imported value in 2012,Imported value in 2013,Imported value in 2014,Imported value in 2015,Imported value in 2016,Imported value in 2017,Imported value in 2018,Imported value in 2019,Imported value in 2020,Imported value in 2021
'62046100,"Women's or girls' trousers, bib and brace overalls, breeches and shorts of wool or fine animal ...",10,37,0,31,192,35,0,0,3,2
'62021100,"Women's or girls' overcoats, raincoats, car coats, capes, cloaks and similar articles, of wool ...",7,1,0,4,1,3,2,2,9,2
'63024000,"Table linen, knitted or crocheted",4,4,183,23,9,19,29,10,1,2
'62082100,"Women's or girls' nightdresses and pyjamas of cotton (excluding knitted or crocheted, vests ...",1,37,101,38,102,67,5,8,26,2
'62123000,"Corselettes of all types of textile materials, whether or not elasticated, incl. knitted or ...",0,5,0,0,0,0,0,0,,2
'62111100,Men's or boys' swimwear (excluding knitted or crocheted),53,44,42,25,30,3,3,19,4,2
'65020000,"Hat-shapes, plaited or made by assembling strips of any material (excluding blocked to shape, ...",5,2,10,3,26,11,7,1,2,2
'66032000,"Umbrella frames, incl. frames mounted on shafts ""sticks"", for umbrellas and sun umbrellas of ...",0,4,4,67,48,0,0,1,3,2
'65070000,"Headbands, linings, covers, hat foundations, hat frames, peaks and chinstraps, for headgear ...",22,1,49,141,24,13,13,30,53,2
'44091000,"Coniferous wood, incl. strips and friezes for parquet flooring, not assembled, continuously ...",44,95,322,239,142,132,24,26,18,2
'44160000,"Casks, barrels, vats, tubs and other coopers' products parts thereof, of wood, incl. staves",19,129,88,70,81,0,0,40,31,2
'46029000,"Basketwork, wickerwork and other articles, made directly to shape from non-vegetable plaiting ...",13,20,53,27,34,11,20,10,18,2
'48193000,"Sacks and bags, of paper, paperboard, cellulose wadding or webs of cellulose fibres, having ...",0,0,0,0,0,0,0,0,,2
'44014000,"Sawdust and wood waste and scrap, not agglomerated",0,0,0,0,0,0,0,0,,2
'44072100,"Mahogany ""swietenia spp."", sawn or chipped lengthwise, sliced or peeled, whether or not planed, ...",0,45,89,42,0,0,0,106,,2
'42010090,"Saddlery and harness for any animal, incl. traces, leads, knee pads, muzzles, saddle cloths, ...",1,2,5,5,90,5,0,10,69,2
'42021100,"Trunks, suitcases, vanity cases, executive-cases, briefcases, school satchels and similar containers, ...",0,0,0,0,0,0,0,0,,2
'41120000,"Leather further prepared after tanning or crusting incl. parchment-dressed leather"", of sheep ...",0,58,3,42,3,39,1,0,18,2
'40169400,"Boat or dock fenders, whether or not inflatable, of vulcanised rubber (excluding hard rubber ...",12,21,58,19,9,8,93,2,,2
'58081000,Braids in the piece,0,0,0,0,0,0,0,0,,2
'55134900,"Woven fabrics containing predominantly, but < 85% synthetic staple fibres by weight, mixed ...",0,0,0,0,0,2,0,1,135,2
'54079400,"Woven fabrics of yarn containing predominantly, but < 85% synthetic filament by weight, incl. ...",0,248,0,1,0,3,296,100,,2
'53110090,Woven fabrics of other vegetable textile fibres; woven fabrics of paper yarn (excluding those ...,32,2,2,5,18,0,18,11,5,2
'54021100,High-tenacity filament yarn of aramids (excluding sewing thread and yarn put up for retail ...,0,0,0,0,519,609,646,350,321,2
'54049000,"Strip and the like, e.g. artificial straw, of synthetic textile material, with an apparent ...",8,5,15,17,15,21,106,4,108,2
'49119910,"Printed matter, n.e.s.: lottery tickets",2015,985,1239,1855,945,326,552,430,857,2
'52082900,"Woven fabrics of cotton, containing >= 85% cotton by weight and weighing <= 200 g/m², bleached ...",9,0,14,0,6,117,66,273,191,2
'51099000,"Yarn containing predominantly, but < 85% wool or fine animal hair by weight, put up for retail ...",0,0,0,0,0,0,0,0,0,2
'52064200,"Multiple ""folded"" or cabled cotton yarn containing predominantly, but < 85% cotton by weight, ...",0,0,0,0,0,0,0,51,,1
'52052800,"Single cotton yarn, of combed fibres, containing >= 85% cotton by weight and with a linear ...",0,0,0,0,0,0,0,0,,1
'54025100,"Filament yarn of nylon or other polyamides, incl. monofilament of < 67 decitex, single, with ...",0,0,2,0,31,31,0,0,0,1
'54026300,"Multiple ""folded"" or cabled filament yarn of polypropylene, incl. monofilament of < 67 decitex ...",0,0,0,0,0,0,0,0,,1
'53089000,"Yarn of vegetable textile fibres (excluding flax yarn, yarn of jute or of other textile bast ...",0,0,10,0,5,0,0,25,1,1
'53091190,"Woven fabrics of flax, containing >= 85% flax by weight, unbleached or bleached: other",0,4,0,0,0,0,0,2,,1
'53011000,"Flax, raw or retted",0,0,0,0,0,0,1,0,,1
'54078190,"Woven fabrics of yarn containing predominantly, but < 85% synthetic filament by weight, incl. ...",0,0,0,0,0,0,0,0,,1
'55081010,"Sewing thread of synthetic staple fibres, whether or not put up for retail sale: put up for ...",0,0,0,0,0,0,0,0,,1
'55093100,Single yarn containing >= 85% acrylic or modacrylic staple fibres by weight (excluding sewing ...,0,15,1,306,153,0,1,1,6,1
'58041010,"Tulles and other net fabrics (excluding woven, knitted or crocheted fabrics): mosquito netting ...",96,1,10,0,1,1,8,24,6,1
'57021000,"Kelem, schumacks, karamanie and similar hand-woven rugs, whether or not made up",3,2,1,0,2,0,1,4,2,1
'55169400,"Woven fabrics containing predominantly, but < 85% artificial staple fibres by weight, other ...",6,20,10,5,6,0,2,52,1,1
'55133900,"Woven fabrics containing predominantly, but < 85% synthetic staple fibres by weight, mixed ...",92,1,5,2,0,0,26,34,161,1
'41131000,"Leather further prepared after tanning or crusting ""incl. parchment-dressed leather"", of goats ...",0,1,315,0,2,223,0,0,14,1
'41141000,"Chamois leather, incl. combination chamois leather (excluding glacé-tanned leather subsequently ...",1,1,1,1,2,2,14,8,,1
'41151000,"Composition leather based on leather or leather fibre, in slabs, sheets or strip, whether or ...",11,14,2,0,0,0,0,0,1,1
'41079900,"Leather ""incl. parchment-dressed leather"" of the portions, strips or sheets of hides and skins ...",0,0,0,0,0,0,73,17,0,1
'44039100,"Oak ""quercus spp."" in the rough, whether or not stripped of bark or sapwood, or roughly squared ...",32,0,0,12,0,0,1,0,,1
'42029910,"Travelling-bags, shopping or tool bags, jewellery boxes, cutlery cases and similar, with outer ...",7,3,59,37,46,19,9,8,0,1
'40023100,"Isobutylene isoprene rubber ""iir"", in primary forms or in plates, sheets or strip",0,6,0,0,0,66,0,2,,1
'48042900,"Sack kraft paper, uncoated, in rolls of a width > 36 cm (excluding unbleached, and goods of ...",1,3317,1006,0,22,5,0,0,,1
'48045100,"Unbleached kraft paper and paperboard, uncoated, in rolls of a width > 36 cm or in square or ...",0,0,0,0,0,0,0,0,,1
'48025400,"Uncoated paper and paperboard, of a kind used for writing, printing or other graphic purposes, ...",71,222,187,689,819,152,7,188,128,1
'46019300,"Plaits and similar products, of rattan plaiting materials, whether or not assembled into strips; ...",0,0,0,0,0,0,0,0,,1
'46021100,"Basketwork, wickerwork and other articles, made directly to shape from bamboo plaiting materials ...",0,0,0,0,0,0,0,0,,1
'44201010,"Statuettes and other ornaments, of wood (excluding wood marquetry and inlaid wood): hand made",38,40,16,13,13,11,21,15,6,1
'45049010,"Agglomerated cork, with or without a binding substance, and articles of agglomerated cork (excluding ...",2,0,0,0,35,0,0,0,,1
'45049090,"Agglomerated cork, with or without a binding substance, and articles of agglomerated cork (excluding ...",0,0,0,123,0,0,38,10,5,1
'44123100,"Plywood consisting solely of sheets of wood <= 6 mm thick, with at least one outer ply of tropical ...",0,409,419,108,133,385,155,708,87,1
'66039010,"Parts, trimmings and accessories for umbrellas and sun umbrellas of heading 6601 or for walking ...",0,1,17,38,74,4,2,8,,1
'67049000,"Wigs, false beards, eyebrows and eyelashes, switches and the like, of animal hair or textile ...",36,154,296,152,123,214,53,224,316,1
'68010000,"Setts, curbstones and flagstones, of natural stone (excluding slate)",4,7,19,0,2,1,408,6,1,1
'62111200,Women's or girls' swimwear (excluding knitted or crocheted),109,10,107,147,160,50,1,69,37,1
'62112000,Ski suits (excluding knitted or crocheted),2,0,0,1,8,5,3,6,3,1
'62042200,"Women's or girls' ensembles of cotton (excluding knitted or crocheted, ski overalls and swimwear)",478,269,6,78,18,29,61,1,15,1
'62041300,"Women's or girls' suits of synthetic fibres (excluding knitted or crocheted, ski overalls and ...",5,25,1,8,7,356,1,27,,1
'61101200,"Jerseys, pullovers, cardigans, waistcoats and similar articles, of hair of kashmir ""cashmere"" ...",1,35,115,37,56,47,7,11,24,1
'61124100,"Women's or girls' swimwear of synthetic fibres, knitted or crocheted",1,8,0,0,14,0,23,0,0,1
'61041300,"Women's or girls' suits of synthetic fibres, knitted or crocheted (excluding ski overalls and ...",0,97,0,14,0,1,0,0,,1
'60053900,"Printed warp knit fabrics of synthetic fibres ""incl. those made on galloon knitting machines"", ...",0,0,0,0,0,0,0,0,,1
'60061000,"Fabrics, knitted or crocheted, of a width of > 30 cm, of wool or fine animal hair (excluding ...",1,0,0,0,0,1,109,0,4,1
'58090000,"Woven fabrics of metal thread and woven fabrics of metallised yarn of heading 5605, of a kind ...",0,6,2,1,3,32,18,49,120,1
'73221900,"Radiators for central heating, non-electrically heated, and parts thereof, of iron other than ...",31,27,80,65,117,45,141,56,3,1
'74031900,"Copper, refined, unwrought (excluding copper in the form of billets, wire-bars, cathodes and ...",1,1,0,0,15,2,5,88,6,1
'74032200,"Copper-tin base alloys ""bronze"" unwrought",7,2,21,17,0,2,85,8,54,1
'75052100,Wire of non-alloy nickel (excluding electrically insulated products),0,0,0,1,0,0,0,0,,1
'75040000,"Powders and flakes, of nickel (excluding nickel oxide sinters)",0,0,3,3,0,9,10,20,8,1
'76052100,"Wire of aluminium alloys, with a maximum cross-sectional dimension of > 7 mm (excluding stranded ...",567,0,1,587,423,940,1153,3897,3823,1
'74112100,"Tubes and pipes of copper-zinc base alloys ""brass""",11,4,7,35,1,37,39,22,10,1
'72241000,"Steel, alloy, other than stainless, in ingots or other primary forms (excluding waste and scrap ...",4,0,149,0,0,0,5,0,,1
'73051900,"Line pipe of a kind used for oil or gas pipelines, having circular cross-sections and an external ...",134,170,127,2612,266,464,17,18,2,1
'73062100,"Casing and tubing of a kind used in drilling for oil or gas, welded, of flat-rolled products ...",0,47,49,25,237,40,101,19,37,1
'72181000,"Steel, stainless, in ingots and other primary forms (excluding waste and scrap in ingot form, ...",0,0,0,29,0,4,0,3,1,1
'70021000,"Glass in balls, unworked (excluding glass microspheres <= 1 mm in diameter, glass balls of ...",3,2,3,3,0,0,3,0,14,1
'70131010,"Glassware of glass ceramics, of a kind used for table, kitchen, toilet, office, indoor decoration ...",70,74,56,91,87,91,114,6,3,1
'71051000,"Dust and powder of diamonds, incl. synthetic diamonds",0,0,0,0,99,20,0,0,,1
'71159090,"Articles of precious metal or of metal clad with precious metal, n.e.s.: other",0,0,8,0,0,0,2,0,,1
'29161400,Esters of methacrylic acid,0,0,8,0,1,0,48,0,,1
'29146200,"Coenzyme q10 ""ubidecarenone ""inn""""",0,0,0,0,0,0,0,0,,1
'29122900,"Cyclic aldehydes, without other oxygen function (excluding benzaldehyde)",0,0,9,0,0,0,3,0,1,1
'29071500,Naphthols and their salts,3,2,1,1,2,0,0,1,,1
'29214500,"1-naphthylamine ""alpha-naphthylamine"", 2-naphthylamine ""beta-naphthylamine"" and their derivatives; ...",1,7,0,1,0,0,0,1,,1
'29214200,Aniline derivatives and their salts,1,28,8,10,0,12,62,0,,1
'29155000,"Propionic acid, its salts and esters",0,0,0,0,0,0,0,0,,1
'29182200,"O-acetylsalicylic acid, its salts and esters",12,54,51,4,95,33,14,0,,1
'29181800,"Chlorobenzilate ""iso""",0,0,0,0,0,0,0,0,,1
'29331100,"Phenazone ""antipyrin"" and its derivatives",233,469,141,0,7,57,265,15,,1
'29329300,Piperonal,0,0,0,0,0,0,0,0,,1
'29397900,"Vegetable alkaloids, natural or reproduced by synthesis, and their salts, ethers, esters and ...",0,0,0,0,0,0,0,0,84,1
'29371900,"Polypeptide hormones, protein hormones and glycoprotein hormones, their derivatives and structural ...",0,142,225,175,56,0,49,0,26,1
'28199000,Chromium oxides and hydroxides (excluding chromium trioxide),99,627,15,63,110,85,51,10,7,1
'28261900,Fluorides (excluding of aluminium and mercury),4,33,27,3,0,2,125,5,2,1
'28212000,Earth colours containing >= 70% by weight of combined iron evaluated as fe2o3,13,27,5,4,29,22,18,0,,1
'28415000,Chromates and dichromates; peroxochromates (excluding sodium dichromate and inorganic or organic ...,11,4,6,17,7,13,10,35,3,1
'29011010,"Saturated acyclic hydrocarbons: gases of acyclic hydrocarbons, saturated",31,64,56,116,8,0,80,60,,1
'28539000,"Phosphides, whether or not chemically defined (excl. ferrophosphorus); inorganic compounds, ...",0,0,0,0,0,0,0,0,,1
'29031300,"Chloroform ""trichloromethane""",19,13,10,11,11,10,1,4,2,1
'29033190,"Ethylene dibromide ""iso"" ""1,2-dibromoethane"": other",0,0,36,7,0,76,0,2,,1
'29038100,"1,2,3,4,5,6-hexachlorocyclohexane (hch (iso)), including lindane (iso, inn)",0,0,0,0,0,0,0,0,,1
'29051600,"Octanol ""octyl alcohol"" and isomers thereof",56,2,3,14,3,7,3,1,,1
'29037730,"Halogenated derivatives of acyclic hydrocarbons containing two or more different halogens, ...",0,0,0,0,0,0,0,0,,1
'29081100,"Pentachlorophenol ""iso""",3,3,0,0,22,0,0,0,,1
'29081900,"Derivatives containing only halogen substituents and their salts, of phenols or phenol-alcohols ...",20,0,9,10,0,0,0,5,53,1
'29055900,"Halogenated, sulphonated, nitrated or nitrosated derivatives or acyclic alcohols (excluding ...",0,0,1,0,3,0,1,2,,1
'29061300,Sterols and inositols,0,4,0,6,1,0,0,0,,1
'29052900,Unsaturated monohydric acyclic alcohols (excluding acyclic terpene alcohols),19,0,5,0,82,1,0,8,166,1
'39051900,"Poly""vinyl acetate"", in primary forms (excluding in aqueous dispersion)",289,185,178,172,13,420,538,19,1368,1
'39121100,"Non-plasticised cellulose acetates, in primary forms",87,253,598,173,0,98,104,1,,1
'39205910,"Plates, sheets, film, foil and strip, of non-cellular acrylic polymers, not reinforced, laminated, ...",0,0,0,0,0,0,0,0,,1
'38231200,"Oleic acid, industrial",0,0,0,0,0,0,2,0,,1
'38256900,"Wastes from chemical or allied industries (excluding wastes of metal pickling liquors, of hydraulic ...",0,0,118,71,155,47,200,0,1,1
'31051000,"Mineral or chemical fertilisers of animal or vegetable origin, in tablets or similar forms, ...",27,2,5,1,23,10,18,1,64,1
'37023200,"Photographic film ""incl. instant print film"", in rolls, sensitised, unexposed, without perforations, ...",1,1,0,0,0,0,8,0,,1
'34054000,"Scouring pastes and powders and other scouring preparations, whether or not in the form of ...",70,124,89,106,38,36,14,60,88,1
'34070010,"Modelling pastes, incl. those put up for children's amusement; preparations known as dental ...",0,0,11,1,56,21,4,5,10,1
'23040000,"Oilcake and other solid residues, whether or not ground or in the form of pellets, resulting ...",0,0,0,0,0,0,0,0,11,1
'23031000,Residues of starch manufacture and similar residues,0,0,0,0,0,0,0,0,5,1
'22060010,"Cider, perry, mead and other fermented beverages and mixtures of fermented beverages and non-alcoholic ...",0,0,0,0,0,0,0,0,1,1
'22059000,"Vermouth and other wine of fresh grapes, flavoured with plants or aromatic substances, in containers ...",2,1,21,18,18,2,1,9,,1
'28044000,Oxygen,54,1,10,0,5,2,8,0,28,1
'27101930,"Medium oils and preparations, of petroleum or bituminous minerals, not containing biodiesel, ...",1,2,0,0,1,0,273,21,,1
'26020000,"Manganese ores and concentrates, incl. ferruginous manganese ores and concentrates, with a ...",0,16,29,10,0,0,0,4,,1
'25291000,Feldspar,0,2,0,0,0,59,59,92,25,1
'15211000,"Vegetable waxes, whether or not refined or coloured (excluding triglycerides)",3,0,0,0,2,0,1,0,,1
'15149990,"High erucic acid rape or colza oil ""fixed oil which has an erucic acid content of >= 2%"", and ...",0,0,1,12,0,3,0,0,,1
'15132920,"Palm kernel and babassu oil and their fractions, whether or not refined, but not chemically ...",0,0,0,0,0,0,0,0,,1
'13023900,"Mucilages and thickeners derived from vegetable products, whether or not modified (excluding ...",0,3,12,1,11,10,64,33,26,1
'14011000,Bamboos,6,48,22,0,3,0,31,0,0,1
'12074090,"Sesamum seeds, whether or not broken: other",0,0,33,1,21,1,35,3,2,1
'15081000,"Ground-nut oil, crude",0,0,0,0,0,5,0,0,,1
'15131910,"Coconut oil and its fractions, whether or not refined, but not chemically modified (excluding ...",76,0,0,0,0,35,25,8,3,1
'15122990,"Cotton-seed oil and its fractions, whether or not refined, but not chemically modified (excluding ...",0,2,0,0,0,0,0,1,,1
'18031000,Cocoa paste (excluding defatted),0,0,20,0,25,0,0,0,,1
'16056900,"Aquatic invertebrates, prepared or preserved (excluding smoked, crustaceans, molluscs, sea ...",0,0,3,6,0,1,0,0,6,1
'16052100,"Shrimps and prawns, prepared or preserved, not in airtight containers (excl. smoked)",0,0,0,1,0,0,0,0,,1
